,Name,Team,Sample 0,Mean,Std,Median,5th,16th,84th,95th
617,Marcus Herbert,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
631,Oliver Francou,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
607,Brandon Starcevich,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
428,Tom Cole,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
429,Brady Hough,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
449,Liam Baker,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
430,Cooper Duff-Tytler,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
497,Malakai Champion,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
498,Matthew Owies,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
496,Sandy Brock,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
450,Harry Edwards,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
475,Harry Schoenberg,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
574,Harvey Johnston,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
585,Rhett Bazzo,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
573,Jack Hutchinson,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
522,Elijah Hewett,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
552,Jack Williams,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
425,Archer Reid,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
427,Matt Flynn,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
143,Marcus Bontempelli,Western Bulldogs,28.0,28.0,,28.0,28.0,28.0,28.0,28.0
138,Ed Richards,Western Bulldogs,19.0,19.0,,19.0,19.0,19.0,19.0,19.0
281,Ryley Sanders,Western Bulldogs,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
146,Tom Liberatore,Western Bulldogs,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
158,Aaron Naughton,Western Bulldogs,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
141,Matthew Kennedy,Western Bulldogs,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
145,Bailey Williams,Western Bulldogs,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
162,Joel Freijah,Western Bulldogs,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
164,Bailey Dale,Western Bulldogs,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
161,Lachlan Bramble,Western Bulldogs,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
178,James O'Donnell,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
176,Cooper Hynes,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
147,Tim English,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
148,Connor Budarick,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
157,Rory Lobb,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
159,Sam Darcy,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
163,Rhylee West,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
180,Arthur Jones,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
181,Jordan Croft,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
179,Buku Khamis,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
282,Will Lewis,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
166,Lachie Jaques,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
613,Luke Kennedy,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
602,Cody Weightman,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
594,Luke Cleary,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
506,Lachlan McNeil,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
504,Josh Dolan,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
518,Harvey Gallagher,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
171,Sam Davidson,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
173,Michael Sellwood,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
174,Oskar Baker,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
555,Laitham Vandermeer,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
554,Nick Coffield,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
519,Louis Emmett,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
663,Lachlan Carmichael,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
546,Ryan Gardner,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
545,Lachlan Smith,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
544,Jedd Busslinger,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
541,Adam Treloar,Western Bulldogs,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
